orig_index,Spectra,gv_fraction,npv_fraction,soil_fraction
549,QUE_T1.14.C,0.00000000,0.43188637,0.56811363
822,SSC_SALE08_20110606,0.41388100,0.58611900,0.00000000
1213,SF_060,0.17948718,0.71153873,0.10897411
1045,Resid022,0.00000000,0.17159800,0.82840198
1127,OPE3_006,0.02564100,0.62820500,0.34615400
1283,COP_20160316_2-40-W,0.49399000,0.50601000,0.00000000
861,CHI_CECU05_20110609,0.63910103,0.36089900,0.00000000
237,FSP_006,0.00000000,0.92948723,0.07051282
98,Res012,0.15894012,0.02980132,0.81125861
577,QUE_T2.03.A,0.00000000,0.52614212,0.47385782
1374,QUE_T3.04.I,0.00000000,0.61000001,0.38999999
438,QUE_T1.03.B,0.00000000,0.63614553,0.36385447
1018,SSI_BAPI08_20120302,0.62786400,0.37213600,0.00000000
881,SSC_BAPI01_20120113,0.52908802,0.47091201,0.00000000
1054,Resid033,0.00000000,1.00000000,0.00000000
1597,SSC_BAPI01_20110930,0.41161600,0.58838397,0.00000000
471,QUE_T1.06.E,0.00000000,0.02300000,0.97700000
1125,OPE3_004,0.01282049,0.36538482,0.62179470
984,CHC_ADFA12_20120226,0.54673100,0.45326900,0.00000000
1243,SF_092,0.16025615,0.12820512,0.71153867
1014,SSI_BAPI04_20120302,0.59321302,0.40678701,0.00000000
44,Resop104,0.00000000,0.30769199,0.69230801
1484,CHC_ADFA10_20110807,0.52852100,0.47147900,0.00000000
538,QUE_T1.13.B,0.00000000,0.32586518,0.67413485
1072,Resid051,0.00000000,0.04142009,0.95857990
112,Res026,0.02980129,0.65231782,0.31788090
704,SSC_BAPI10_20110406,0.88336098,0.11663900,0.00000000
37,Resop097,0.01775149,0.39053282,0.59171569
1082,Resid063,0.20710100,0.12426000,0.66863900
158,NF_005,0.30769199,0.33974400,0.35256401
1651,CHI_CECU04_20111007,0.45192099,0.54807901,0.00000000
521,QUE_T1.11.E,0.00000000,0.21976593,0.78023410
951,SSC_BAPI08_20120223,0.69387901,0.30612099,0.00000000
152,Res068,0.03311262,0.46688721,0.50000024
1290,COP_20160316_5-50-W,0.61745501,0.38254499,0.00000000
38,Resop098,0.00000000,0.24852100,0.75147903
313,FSP_087,0.52564102,0.00000000,0.47435901
1582,CHC_CEME10_20110909,0.73805302,0.26194701,0.00000000
400,COP_20160220_5-10-E,0.42389101,0.57610899,0.00000000
1510,SSI_BAPI06_20110830,0.53584301,0.46415699,0.00000000
526,QUE_T1.11.J,0.00000000,0.46984097,0.53015906
51,Resop116,0.14792900,0.57988203,0.27218899
93,Res007,0.12251700,0.18211900,0.69536400
1414,QUE_T3.09.G,0.00000000,0.46000001,0.54000002
1242,SF_091,0.09615372,0.14102589,0.76282036
1660,SSC_BAPI01_20111107,0.39713699,0.60286301,0.00000000
472,QUE_T1.06.F,0.00000000,0.00800000,0.99199998
698,SSC_BAPI04_20110406,0.85668999,0.14331000,0.00000000
461,QUE_T1.05.E,0.00000000,0.00000000,1.00000000
1511,SSI_BAPI07_20110830,0.66306400,0.33693600,0.00000000
1204,SF_045,0.03205130,0.87820506,0.08974361
891,SSC_BAPI12_20120113,0.57769102,0.42230901,0.00000000
604,QUE_T2.06.H,0.00000000,0.00000000,1.00000000
931,CHC_ARGL05_20120128,0.54298198,0.45701799,0.00000000
1702,SSI_BAPI04_20111210,0.94204789,0.05795209,0.00000000
1545,CHI_CECU05_20110908,0.58603299,0.41396701,0.00000000
1469,sn_c_020,0.24255700,0.75744301,0.00000000
1138,OPE3_017,0.03846152,0.48076925,0.48076925
856,CHI_ADFA11_20110609,0.38880599,0.61119401,0.00000000
572,QUE_T2.02.F,0.00000000,0.68193644,0.31806362
1720,CHI_CECU08_20111216,0.33115101,0.66884899,0.00000000
934,CHC_ARGL09_20120128,0.53083700,0.46916300,0.00000000
921,CHC_ADFA03_20120128,0.71664703,0.28335300,0.00000000
436,QUE_T1.02.J,0.00000000,0.87897581,0.12102421
1537,CHI_ADFA09_20110908,0.32729501,0.67270499,0.00000000
307,FSP_081,0.01923080,0.89743590,0.08333329
1509,SSI_BAPI05_20110830,0.74604303,0.25395700,0.00000000
1317,COP_20160501_2-50-E,0.08523836,0.91476160,0.00000000
1608,SSC_BAPI12_20110930,0.42881501,0.57118499,0.00000000
20,Resop080,0.14201200,0.44970399,0.40828401
164,NF_012,0.03205131,0.93589735,0.03205131
1596,SSI_SALE08_20110927,0.11496500,0.88503498,0.00000000
1074,Resid053,0.00000000,0.02958581,0.97041422
852,CHI_ADFA06_20110609,0.45028600,0.54971403,0.00000000
340,FSP_114,0.48076910,0.09615382,0.42307708
927,CHC_ARGL01_20120128,0.83565497,0.16434500,0.00000000
1132,OPE3_011,0.01923080,0.48076910,0.50000012
1151,OPE3_035,0.04487181,0.60897410,0.34615409
719,SSI_BAPI09_20110410,0.38328600,0.61671400,0.00000000
1131,OPE3_010,0.04487181,0.33333308,0.62179512
102,Res016,0.01986759,0.06291387,0.91721857
369,COP_20160125_2-0-W,0.32590500,0.67409497,0.00000000
802,CHC_ADFA10_20110521,0.59803599,0.40196401,0.00000000
836,SSI_SALE07_20110607,0.42838901,0.57161099,0.00000000
1416,QUE_T3.09.I,0.00000000,0.51999998,0.47999999
629,QUE_T2.10.I,0.00000000,0.17416516,0.82583475
6,Resop064,0.00000000,0.34319499,0.65680498
1663,SSC_BAPI04_20111107,0.46910900,0.53089100,0.00000000
182,NF_030,0.00000000,0.01923080,0.98076922
1078,Resid059,0.06508882,0.18343203,0.75147915
923,CHC_ADFA09_20120128,0.71740401,0.28259599,0.00000000
1489,CHC_ARGL02_20110807,0.61084801,0.38915199,0.00000000
1614,CHC_ADFA08_20111006,0.28327599,0.71672398,0.00000000
1716,CHI_CECU02_20111216,0.55043000,0.44957000,0.00000000
1288,COP_20160316_5-30-E,0.54359001,0.45640999,0.00000000
1209,SF_056,0.23717923,0.58333361,0.17948718
1474,sa_c_060,0.45178699,0.54821301,0.00000000
694,SSC_SALE12_20110405,0.47771099,0.52228898,0.00000000
451,QUE_T1.04.E,0.00000000,0.48489702,0.51510304
1431,QUE_T3.71.D,0.00000000,0.43000001,0.56999999
1096,Resid077,0.09467454,0.24260385,0.66272157
631,Plant2-6,1.00000000,0.00000000,0.00000000
167,NF_015,0.25641000,0.39102599,0.35256401
1480,CHC_ADFA06_20110807,0.81359798,0.18640199,0.00000000
1377,QUE_T3.51.B,0.00000000,0.00000000,1.00000000
1168,SF_009,0.99358976,0.00641026,0.00000000
264,FSP_034,0.46794912,0.04487181,0.48717913
348,COP_20151212_2-30-E,0.10245300,0.89754701,0.00000000
1090,Resid071,0.21301800,0.23668601,0.55029601
1342,QUE_T3.01.G,0.00000000,0.95999998,0.04000000
1463,sn_a_060,0.25787899,0.74212098,0.00000000
414,COP_20160310_5-30-E,0.49065500,0.50934500,0.00000000
272,FSP_042,0.41666701,0.00000000,0.58333302
1019,SSI_BAPI09_20120302,0.51575798,0.48424199,0.00000000
954,SSC_BAPI12_20120223,0.71577603,0.28422400,0.00000000
740,SSI_BAPI10_20110507,0.80503601,0.19496401,0.00000000
1444,Plant4-12,1.00000000,0.00000000,0.00000000
764,SSC_SALE07_20110510,0.63110000,0.36890000,0.00000000
1218,SF_065,0.19230804,0.07051282,0.73717916
425,QUE_T1.01.I,0.00000000,0.87897581,0.12102421
868,CHI_CECU12_20110609,0.82576299,0.17423700,0.00000000
1225,SF_072,0.12820503,0.85256416,0.01923080
1297,COP_20160405_5-0-E,0.38260901,0.61739099,0.00000000
121,Res035,0.05629138,0.12582795,0.81788069
1080,Resid061,0.20118301,0.10650900,0.69230801
73,Resop139,0.00000000,1.00000000,0.00000000
1085,Resid066,0.08875737,0.29585788,0.61538476
867,CHI_CECU11_20110609,0.92974901,0.07025100,0.00000000
677,SSC_ARCA02_20110405,0.27570301,0.72429699,0.00000000
866,CHI_CECU10_20110609,0.95659143,0.04340862,0.00000000
1661,SSC_BAPI02_20111107,0.43245399,0.56754601,0.00000000
1191,SF_032,0.88461500,0.11538500,0.00000000
516,QUE_T1.10.J,0.00000000,0.20460230,0.79539770
1706,CHI_ADFA04_20111216,0.57295501,0.42704499,0.00000000
1206,SF_053,0.00641027,0.88461572,0.10897408
830,SSI_SALE01_20110607,0.29181999,0.70818001,0.00000000
353,COP_20151212_5-20-E,0.05050281,0.94949722,0.00000000
795,CHC_ADFA03_20110521,0.43927699,0.56072301,0.00000000
717,SSI_BAPI07_20110410,0.64925498,0.35074499,0.00000000
97,Res011,0.12582803,0.00993378,0.86423820
363,COP_20160112_5-0-E,0.11444300,0.88555700,0.00000000
156,NF_003,0.10897411,0.71153873,0.17948718
988,CHC_ARGL03_20120226,0.84834301,0.15165700,0.00000000
1637,CHC_CEME10_20111006,0.80086601,0.19913401,0.00000000
1464,sn_a_080,0.20404200,0.79595798,0.00000000
718,SSI_BAPI08_20110410,0.65195799,0.34804201,0.00000000
1379,QUE_T3.51.D,0.00000000,0.02000000,0.98000002
1012,SSI_BAPI02_20120302,0.60034603,0.39965400,0.00000000
513,QUE_T1.10.G,0.00000000,0.22723182,0.77276814
1230,SF_079,0.18589704,0.71794915,0.09615383
1552,CHI_CECU12_20110908,0.29641601,0.70358402,0.00000000
1433,QUE_T3.71.F,0.00000000,0.59095913,0.40904093
1108,Resid092,0.10650893,0.09467454,0.79881650
473,QUE_T1.06.G,0.00000000,0.02200000,0.97799999
1004,SSC_ARCA03_20120228,0.65452403,0.34547600,0.00000000
542,QUE_T1.13.F,0.00000000,0.44700000,0.55299997
621,QUE_T2.10.A,0.00000000,0.27278185,0.72721815
134,Res048,0.97019863,0.00331126,0.02649009
1436,QUE_T3.71.I,0.00000000,0.38000000,0.62000000
151,Res067,0.19205301,0.30463600,0.50331098
494,QUE_T1.08.H,0.00000000,0.20460230,0.79539770
692,SSC_SALE09_20110405,0.46364099,0.53635901,0.00000000
1456,pr_b_040,0.13295500,0.86704499,0.00000000
1673,SSI_BAPI02_20111108,0.52203399,0.47796601,0.00000000
527,QUE_T1.12.A,0.00000000,0.29535234,0.70464766
611,QUE_T2.08.E,0.00000000,0.09845078,0.90154928
239,FSP_008,0.00000000,0.62179500,0.37820500
1564,CHC_ARCA03_20110909,0.10139200,0.89860803,0.00000000
864,CHI_CECU08_20110609,0.66230702,0.33769301,0.00000000
118,Res032,0.99337751,0.00662252,0.00000000
1291,COP_20160405_2-0-W,0.52741301,0.47258699,0.00000000
1485,CHC_ADFA11_20110807,0.71589398,0.28410599,0.00000000
1602,SSC_BAPI06_20110930,0.51135802,0.48864201,0.00000000
1087,Resid068,0.02958577,0.20710082,0.76331335
1037,Resid014,0.02366861,0.52071023,0.45562118
682,SSC_ARCA11_20110405,0.27124101,0.72875899,0.00000000
323,FSP_097,0.27564093,0.00641026,0.71794879
486,QUE_T1.07.J,0.00000000,0.43922433,0.56077570
1507,SSI_BAPI03_20110830,0.66493201,0.33506799,0.00000000
970,CHI_CECU08_20120225,0.70755202,0.29244801,0.00000000
91,Res005,0.99668878,0.00331126,0.00000000
771,SSC_BAPI02_20110511,0.81817001,0.18183000,0.00000000
36,Resop096,0.00591716,0.13017797,0.86390483
1298,COP_20160405_5-10-E,0.34499401,0.65500599,0.00000000
1123,OPE3_002,0.04487181,0.38461506,0.57051313
1083,Resid064,0.02958580,0.37278107,0.59763312
338,FSP_112,0.34615400,0.02564100,0.62820500
107,Res021,0.14900699,0.11920500,0.73178798
919,SSI_BAPI12_20120127,0.61224103,0.38775900,0.00000000
147,Res063,0.70198703,0.16887400,0.12913901
501,QUE_T1.09.E,0.00000000,0.31813636,0.68186361
916,SSI_BAPI09_20120127,0.52224803,0.47775200,0.00000000
778,SSC_BAPI09_20110511,0.52341199,0.47658801,0.00000000
1662,SSC_BAPI03_20111107,0.60134202,0.39865801,0.00000000
82,Resop160,0.00000000,0.82248503,0.17751500
298,FSP_071,0.90384614,0.02564100,0.07051281
345,COP_20151212_2-0-W,0.04968281,0.95031720,0.00000000
415,COP_20160310_5-40-W,0.66138601,0.33861399,0.00000000
1359,QUE_T3.03.D,0.00000000,0.58999997,0.41000000
575,QUE_T2.02.I,0.00000000,0.74210316,0.25789684
628,QUE_T2.10.H,0.00000000,0.15908408,0.84091592
435,QUE_T1.02.I,0.00000000,0.91697508,0.08302490
1697,CHI_CECU06_20111117,0.44478399,0.55521601,0.00000000
793,CHC_ADFA01_20110521,0.33499199,0.66500801,0.00000000
1576,CHC_CEME03_20110909,0.36989599,0.63010401,0.00000000
10,Resop069,0.00000000,0.14201200,0.85798800
637,Plant5-1e,1.00000000,0.00000000,0.00000000
1163,OPE3_047,0.96153843,0.01923081,0.01923081
25,Resop085,0.10059200,0.16568001,0.73372799
1167,SF_008,0.96794873,0.03205129,0.00000000
1039,Resid016,0.02958581,0.31360909,0.65680516
978,CHC_ADFA05_20120226,0.78514302,0.21485700,0.00000000
1008,SSC_ARCA09_20120228,0.53084499,0.46915501,0.00000000
339,FSP_113,0.50641000,0.14743599,0.34615400
222,NF_077,0.00641026,0.96794873,0.02564099
129,Res043,0.19867510,0.04635762,0.75496727
1183,SF_024,0.08974363,0.91025633,0.00000000
503,QUE_T1.09.G,0.00000000,0.23484698,0.76515305
673,ar_a_040,0.20003900,0.79996097,0.00000000
699,SSC_BAPI05_20110406,0.85520399,0.14479600,0.00000000
1340,QUE_T3.01.E,0.00000000,0.98000002,0.02000000
199,NF_052,0.04487178,0.86538470,0.08974357
0,Resop058,0.00000000,0.84023702,0.15976299
834,SSI_SALE05_20110607,0.36418101,0.63581902,0.00000000
155,NF_002,0.06410259,0.84615386,0.08974359
1089,Resid070,0.21301779,0.27810672,0.50887555
487,QUE_T1.08.A,0.00000000,0.29535234,0.70464766
642,Plant8-4,0.83700001,0.00000000,0.16300000
331,FSP_105,0.00000000,0.01282051,0.98717952
381,COP_20160209_2-0-W,0.38574201,0.61425799,0.00000000
986,CHC_ARGL01_20120226,0.79090202,0.20909800,0.00000000
1318,COP_20160501_5-0-E,0.07944537,0.92055464,0.00000000
928,CHC_ARGL02_20120128,0.62527698,0.37472299,0.00000000
738,SSI_BAPI08_20110507,0.78009599,0.21990401,0.00000000
1700,CHI_CECU12_20111117,0.40239099,0.59760898,0.00000000
170,NF_018,0.19871800,0.57692301,0.22435901
1030,Resid007,0.02366859,0.36094680,0.61538464
482,QUE_T1.07.F,0.00000000,0.48489702,0.51510304
639,Plant6-5,0.56500000,0.00000000,0.43500000
1438,Plant2-1,1.00000000,0.00000000,0.00000000
1357,QUE_T3.03.B,0.00000000,0.61000001,0.38999999
344,FSP_118,0.51923114,0.04487181,0.43589708
447,QUE_T1.04.A,0.00000000,0.59095913,0.40904093
691,SSC_SALE08_20110405,0.48213601,0.51786399,0.00000000
1526,SSC_BAPI09_20110907,0.81207502,0.18792500,0.00000000
1269,SF_123,0.00000000,0.78846198,0.21153800
495,QUE_T1.08.I,0.00000000,0.15908408,0.84091592
1025,Resid002,0.07692318,0.46153843,0.46153843
286,FSP_056,0.35897428,0.00641026,0.63461548
700,SSC_BAPI06_20110406,0.78091401,0.21908601,0.00000000
1122,OPE3_001,0.00000000,0.52564102,0.47435901
1612,CHC_ADFA05_20111006,0.45587999,0.54412001,0.00000000
1160,OPE3_044,0.28205130,0.16025616,0.55769253
83,Resop161,0.00000000,0.71005899,0.28994101
1650,CHI_CECU03_20111007,0.46161899,0.53838098,0.00000000
1684,SSI_SALE03_20111108,0.08449700,0.91550303,0.00000000
343,FSP_117,0.50641024,0.03846152,0.45512822
609,QUE_T2.08.C,0.00000000,0.12882577,0.87117428
1546,CHI_CECU06_20110908,0.55139399,0.44860601,0.00000000
243,FSP_012,0.00000000,0.89743602,0.10256400
493,QUE_T1.08.G,0.00000000,0.19700000,0.80299997
1287,COP_20160316_5-20-E,0.45680001,0.54320002,0.00000000
181,NF_029,0.23076899,0.17948700,0.58974397
440,QUE_T1.03.D,0.00000000,0.58312511,0.41687497
1523,SSC_BAPI06_20110907,0.67680597,0.32319400,0.00000000
1027,Resid004,0.10650900,0.78698200,0.10650900
1299,COP_20160405_5-20-E,0.35929200,0.64070803,0.00000000
1355,QUE_T3.02.J,0.00000000,0.89999998,0.10000000
387,COP_20160209_5-0-E,0.19283600,0.80716401,0.00000000
1671,SSC_BAPI12_20111107,0.48623100,0.51376897,0.00000000
301,FSP_074,0.92948717,0.03205131,0.03846151
545,QUE_T1.13.I,0.00000000,0.54522741,0.45477265
1147,OPE3_026,0.10256400,0.29487199,0.60256398
1705,CHI_ADFA03_20111216,0.55745298,0.44254699,0.00000000
1190,SF_031,0.93589741,0.06410263,0.00000000
835,SSI_SALE06_20110607,0.35591099,0.64408898,0.00000000
1113,Resid097,0.07692309,0.17751499,0.74556196
1155,OPE3_039,0.01923079,0.14102590,0.83974338
144,Res060,0.98675501,0.00000000,0.01324500
877,SSC_BAPI09_20110615,0.62158698,0.37841299,0.00000000
1222,SF_069,0.07692309,0.13461499,0.78846186
146,Res062,0.98675501,0.00000000,0.01324500
1448,Plant7-8,1.00000000,0.00000000,0.00000000
713,SSI_BAPI03_20110410,0.37156001,0.62844002,0.00000000
1347,QUE_T3.02.B,0.00000000,0.76999998,0.23000000
1100,Resid084,0.00000000,0.02958581,0.97041422
1418,QUE_T3.10.A,0.00000000,0.13000000,0.87000000
1142,OPE3_021,0.03846152,0.57692331,0.38461518
929,CHC_ARGL03_20120128,0.84635901,0.15364100,0.00000000
1460,pr_c_040,0.23566400,0.76433599,0.00000000
1648,CHI_CECU01_20111007,0.47674799,0.52325201,0.00000000
807,SSC_ARCA03_20110606,0.36278600,0.63721400,0.00000000
136,Res050,0.43046406,0.07615891,0.49337706
624,QUE_T2.10.D,0.00000000,0.13326004,0.86674005
749,SSC_ARCA02_20110510,0.58209002,0.41791001,0.00000000
1590,SSI_BAPI08_20110927,0.83135003,0.16865000,0.00000000
832,SSI_SALE03_20110607,0.34576499,0.65423501,0.00000000
1481,CHC_ADFA07_20110807,0.59781802,0.40218201,0.00000000
1061,Resid040,0.00000000,0.43787000,0.56212997
995,CHC_CEME03_20120226,0.61355400,0.38644600,0.00000000
1305,COP_20160418_2-50-E,0.41313100,0.58686900,0.00000000
206,NF_059,0.05128209,0.78205091,0.16666698
304,FSP_078,0.83333319,0.07692312,0.08974362
1405,QUE_T3.08.H,0.00000000,0.12000000,0.88000000
1324,COP_20160526_2-0-W,0.01708739,0.98291254,0.00000000
419,QUE_T1.01.C,0.00000000,0.96999103,0.03000900
1049,Resid026,0.00000000,0.16568001,0.83432001
1501,CHC_CEME07_20110807,0.29170501,0.70829499,0.00000000
421,QUE_T1.01.E,0.00000000,0.89398938,0.10601060
1001,CHC_CEME10_20120226,0.68853402,0.31146601,0.00000000
779,SSC_BAPI11_20110511,0.77800298,0.22199699,0.00000000
1530,CHI_ADFA01_20110908,0.27574700,0.72425300,0.00000000
35,Resop095,0.00000000,0.20118301,0.79881698
1402,QUE_T3.08.E,0.00000000,0.10000000,0.89999998
1588,SSI_BAPI06_20110927,0.46101999,0.53898001,0.00000000
467,QUE_T1.06.A,0.00000000,0.01500000,0.98500001
423,QUE_T1.01.G,0.00000000,0.94700003,0.05300000
1105,Resid089,0.00000000,0.84615397,0.15384600
635,Plant4-7,1.00000000,0.00000000,0.00000000
94,Res008,0.17880800,0.35099301,0.47019899
648,ja_a_000,0.27815700,0.72184300,0.00000000
945,SSC_BAPI02_20120223,0.69104099,0.30895901,0.00000000
309,FSP_083,0.00641026,0.00641026,0.98717946
1508,SSI_BAPI04_20110830,0.83762598,0.16237400,0.00000000
207,NF_060,0.98076922,0.01923080,0.00000000
1088,Resid069,0.23076899,0.10650900,0.66272199
668,ns_a_100,0.13954701,0.86045301,0.00000000
725,SSI_SALE03_20110410,0.40382999,0.59617001,0.00000000
27,Resop087,0.06508882,0.10650902,0.82840216
1148,OPE3_027,0.02564100,0.41025600,0.56410301
640,Plant7-1,0.68099999,0.00000000,0.31900001
176,NF_024,0.00641026,0.28205121,0.71153855
1154,OPE3_038,0.05128209,0.17307699,0.77564090
109,Res023,0.01324501,0.89072847,0.09602655
457,QUE_T1.05.A,0.00000000,0.00000000,1.00000000
1607,SSC_BAPI11_20110930,0.41025099,0.58974898,0.00000000
1649,CHI_CECU02_20111007,0.56378102,0.43621901,0.00000000
364,COP_20160112_5-10-E,0.09096391,0.90903610,0.00000000
883,SSC_BAPI03_20120113,0.59481001,0.40518999,0.00000000
1207,SF_054,0.12179500,0.72435898,0.15384600
392,COP_20160209_5-50-W,0.41917500,0.58082497,0.00000000
510,QUE_T1.10.D,0.00000000,0.11364546,0.88635451
1254,SF_103,0.08974355,0.19230787,0.71794856
678,SSC_ARCA03_20110405,0.41553900,0.58446097,0.00000000
987,CHC_ARGL02_20120226,0.64303303,0.35696700,0.00000000
1181,SF_022,0.07692311,0.85256410,0.07051281
783,CHI_CECU03_20110519,0.52852601,0.47147399,0.00000000
1550,CHI_CECU10_20110908,0.33169401,0.66830599,0.00000000
221,NF_076,0.00641026,0.96153843,0.03205131
1634,CHC_CEME06_20111006,0.59167099,0.40832901,0.00000000
452,QUE_T1.04.F,0.00000000,0.43188637,0.56811363
1236,SF_085,0.07051278,0.83974367,0.08974357
1021,SSI_BAPI11_20120302,0.58931798,0.41068199,0.00000000
251,FSP_020,0.53205103,0.00000000,0.46794900
1656,CHI_CECU09_20111007,0.53691798,0.46308199,0.00000000
540,QUE_T1.13.D,0.00000000,0.33320007,0.66680002
217,NF_070,0.03846152,0.00000000,0.96153849
1141,OPE3_020,0.06410262,0.78205132,0.15384606
1325,COP_20160526_2-10-W,0.07577182,0.92422819,0.00000000
959,CHI_ADFA07_20120225,0.63101798,0.36898199,0.00000000
1187,SF_028,0.86538500,0.13461500,0.00000000
356,COP_20151212_5-50-W,0.10752900,0.89247102,0.00000000
1214,SF_061,0.41666681,0.54487175,0.03846148
269,FSP_039,0.05128212,0.01282051,0.93589741
1529,SSC_BAPI12_20110907,0.81907499,0.18092500,0.00000000
967,CHI_CECU04_20120225,0.65520102,0.34479901,0.00000000
194,NF_047,0.16666698,0.78205091,0.05128209
49,Resop114,0.98224854,0.01183429,0.00591716
450,QUE_T1.04.D,0.00000000,0.54522741,0.45477265
743,SSI_ARCA03_20110509,0.36096400,0.63903600,0.00000000
288,FSP_058,0.14102601,0.02564100,0.83333302
1578,CHC_CEME06_20110909,0.59370100,0.40629900,0.00000000
971,CHI_CECU09_20120225,0.72203499,0.27796501,0.00000000
1000,CHC_CEME09_20120226,0.63313699,0.36686301,0.00000000
838,SSI_BAPI02_20110608,0.85793698,0.14206301,0.00000000
1219,SF_066,0.08974355,0.11538494,0.79487151
1406,QUE_T3.08.I,0.00000000,0.17000000,0.82999998
567,QUE_T2.02.A,0.00000000,0.89398938,0.10601060
633,Plant3-6,1.00000000,0.00000000,0.00000000
786,CHI_CECU06_20110519,0.62825000,0.37175000,0.00000000
420,QUE_T1.01.D,0.00000000,0.91697508,0.08302490
872,SSC_BAPI04_20110615,0.74743700,0.25256300,0.00000000
469,QUE_T1.06.C,0.00000000,0.00800000,0.99199998
346,COP_20151212_2-10-W,0.05863881,0.94136119,0.00000000
96,Res010,0.27483428,0.20860919,0.51655650
592,QUE_T2.04.F,0.00000000,0.59095913,0.40904093
412,COP_20160310_5-10-E,0.46391901,0.53608102,0.00000000
154,Res070,0.06291391,0.40728506,0.52980107
1268,SF_122,0.01923080,0.79487216,0.18589704
939,CHC_CEME06_20120128,0.68259102,0.31740901,0.00000000
354,COP_20151212_5-30-E,0.08854391,0.91145611,0.00000000
663,ja_c_080,0.02614381,0.97385621,0.00000000
1708,CHI_ADFA06_20111216,0.72156101,0.27843899,0.00000000
1276,SF_137,0.00000000,0.86538500,0.13461500
377,COP_20160125_5-20-E,0.31148300,0.68851697,0.00000000
80,Resop146,0.89349103,0.10650900,0.00000000
1043,Resid020,0.19526599,0.14201200,0.66272199
1689,CHI_ADFA05_20111117,0.24756099,0.75243902,0.00000000
54,Resop119,0.13609487,0.28402373,0.57988149
1301,COP_20160405_5-40-W,0.55699700,0.44300300,0.00000000
622,QUE_T2.10.B,0.00000000,0.18932429,0.81067574
814,SSC_ARCA12_20110606,0.45178643,0.54821354,0.00000000
213,NF_066,0.03205129,0.00000000,0.96794873
481,QUE_T1.07.E,0.00000000,0.27278185,0.72721815
532,QUE_T1.12.F,0.00000000,0.25770310,0.74229693
571,QUE_T2.02.E,0.00000000,0.78006595,0.21993400
16,Resop075,0.12426005,0.09467464,0.78106529
1281,COP_20160316_2-20-E,0.54647601,0.45352399,0.00000000
1544,CHI_CECU04_20110908,0.38866001,0.61133999,0.00000000
104,Res018,0.01986760,0.04304640,0.93708599
801,CHC_ADFA09_20110521,0.46435499,0.53564501,0.00000000
794,CHC_ADFA02_20110521,0.50186700,0.49813300,0.00000000
347,COP_20151212_2-20-E,0.04250890,0.95749110,0.00000000
1169,SF_010,0.59615368,0.39102581,0.01282049
546,QUE_T1.13.J,0.00000000,0.36374551,0.63625455
1109,Resid093,0.00000000,0.33136100,0.66863900
1077,Resid058,0.07100591,0.63905305,0.28994104
219,NF_074,0.00641026,0.95512825,0.03846151
468,QUE_T1.06.B,0.00000000,0.00000000,1.00000000
569,QUE_T2.02.C,0.00000000,0.75000000,0.25000000
74,Resop140,0.00000000,0.99408287,0.00591716
1136,OPE3_015,0.06410256,0.62179464,0.31410283
741,SSI_BAPI11_20110507,0.82403100,0.17596900,0.00000000
1059,Resid038,0.00000000,0.93491119,0.06508882
162,NF_010,0.08333331,0.82692307,0.08974361
672,ar_a_020,0.15478501,0.84521502,0.00000000
1505,SSI_BAPI01_20110830,0.64912301,0.35087699,0.00000000
455,QUE_T1.04.I,0.00000000,0.62892580,0.37107423
1344,QUE_T3.01.I,0.00000000,0.97000003,0.03000000
23,Resop083,0.08875737,0.39053285,0.52070981
947,SSC_BAPI04_20120223,0.69069803,0.30930200,0.00000000
327,FSP_101,0.00000000,0.55128199,0.44871801
876,SSC_BAPI08_20110615,0.52762401,0.47237599,0.00000000
1571,CHC_ARGL07_20110909,0.52433503,0.47566500,0.00000000
189,NF_038,0.66025645,0.08333335,0.25641018
991,CHC_ARGL06_20120226,0.52422702,0.47577301,0.00000000
393,COP_20160220_2-0-W,0.45065501,0.54934502,0.00000000
803,CHC_ADFA11_20110521,0.35787800,0.64212197,0.00000000
1504,CHC_CEME10_20110807,0.80759084,0.19240919,0.00000000
1310,COP_20160418_5-40-W,0.27981699,0.72018301,0.00000000
1389,QUE_T3.06.D,0.00000000,0.01000000,0.99000001
524,QUE_T1.11.H,0.00000000,0.38624549,0.61375445
230,NF_087,0.00000000,0.00641026,0.99358976
142,Res056,0.01986760,0.88079476,0.09933767
757,SSC_ARCA12_20110510,0.47707701,0.52292299,0.00000000
660,ja_c_020,0.04406300,0.95593703,0.00000000
1620,CHC_ARCA04_20111006,0.27001801,0.72998202,0.00000000
606,QUE_T2.06.J,0.00000000,0.00000000,1.00000000
61,Resop126,0.08875736,0.28994086,0.62130171
1265,SF_119,0.96794873,0.03205129,0.00000000
1580,CHC_CEME08_20110909,0.77302998,0.22697000,0.00000000
329,FSP_103,0.00000000,0.53846198,0.46153799
828,SSI_ARCA03_20110607,0.11348300,0.88651699,0.00000000
282,FSP_052,0.71794897,0.00000000,0.28205100
1076,Resid057,0.04733729,0.59763288,0.35502991
649,ja_a_020,0.37784699,0.62215298,0.00000000
1336,QUE_T3.01.A,0.00000000,0.88999999,0.11000000
1674,SSI_BAPI03_20111108,0.67682499,0.32317501,0.00000000
1478,CHC_ADFA04_20110807,0.58627498,0.41372499,0.00000000
885,SSC_BAPI05_20120113,0.51627803,0.48372200,0.00000000
1110,Resid094,0.00000000,0.58579898,0.41420099
405,COP_20160310_2-0-W,0.51749998,0.48249999,0.00000000
